string_id,context,ko,en,ja,zh-Hans,zh-Hant,es,fr,de,pt-BR,notes,status
p03_17.nav_label,lore,AREA-15 반성의 호수,,,,,,,,,wb_v1,ko_draft
p03_17.summary.01,lore,말보다 먼저 오는 것이 있다. 호수는 오늘의 얼굴을 먼저 비춰 준다.,,,,,,,,,wb_v1,ko_draft
p03_17.head.01,lore,한 줄 정의,,,,,,,,,wb_v1,ko_draft
p03_17.quote.01,lore,"호수는 잘했다 못했다 말하지 않는다. 그저 오늘 네 얼굴이 어땠는지를, 네가 입을 떼기도 전에 먼저 비춰 줄 뿐이다.",,,,,,,,,wb_v1,ko_draft
p03_17.head.02,lore,풍경과 구성요소,,,,,,,,,wb_v1,ko_draft
p03_17.body.01,lore,"휴식의 오아시스(06) 가까운 곳, 섬 한쪽에 고요히 누워 있다. 호수에 닿으면 소리가 먼저 잦아든다. 다른 구역의 부산함이 여기서 한 겹 가라앉는다. 들리는 것은 잔물결이 기슭을 핥는 소리와, 천천히 멀어지는 종소리뿐이다. 물가엔 거울수련이 잎을 펼치고, 잎마다 작은 풍경이 한 점씩 비친다. 호수 끝 낡은 부두 끝에 서면, 말로 오늘을 묻기도 전에 수면이 먼저 얼굴을 돌려준다.",,,,,,,,,wb_v1,ko_draft
p03_17.list.01.title,lore,소구역,,,,,,,,,wb_v1,ko_draft
p03_17.list.01.item.01,lore,**갈대솜 물가길**: 갈대 사이로 오늘의 한숨이 바람처럼 빠져나간다.,,,,,,,,,wb_v1,ko_draft
p03_17.list.01.item.02,lore,**오늘의 얼굴 돌**: 돌 위 표정이 말보다 먼저 바뀐다. 쓰다듬고 떠나는 이가 많다.,,,,,,,,,wb_v1,ko_draft
p03_17.list.01.item.03,lore,**잔잔해지는 종자리**: 종소리가 끝난 뒤에야 호수 물결이 멈춘다.,,,,,,,,,wb_v1,ko_draft
p03_17.list.01.item.04,lore,**되비치는 부두**: 부두 끝에 서면 뒤돌아갈 길과 내일의 길이 함께 비친다.,,,,,,,,,wb_v1,ko_draft
p03_17.head.03,lore,랜드마크,,,,,,,,,wb_v1,ko_draft
p03_17.body.02,lore,호수 끝 되비치는 부두. 저녁이 깊어지면 수면에 섬의 능선과 등대의 불빛까지 거꾸로 담긴다. 지나온 하루 전부를 한 화면에 다시 보는 풀샷의 자리다.,,,,,,,,,wb_v1,ko_draft
p03_17.head.04,lore,기념물,,,,,,,,,wb_v1,ko_draft
p03_17.body.03,lore,"**오늘의 얼굴 돌**: 매일 표정이 다르다. 누가 바꾸는 것도 아닌데, 그날 찾아온 마음이 돌의 결에 어른거린다. **잔잔해지는 종**: 마음이 잔잔해질 때까지 기다리는 종. 서두르지 말라는 가장 다정한 신호다.",,,,,,,,,wb_v1,ko_draft
p03_17.head.05,lore,자원과 보석,,,,,,,,,wb_v1,ko_draft
p03_17.body.04,lore,"보석 **잔물결은화**: 마음과 물결이 함께 가라앉아야만 물 위에 떠오르는 은빛 꽃. 급히 손을 뻗으면 다시 가라앉는다. 자원 **거울물**(가장 잔잔할 때 뜨면 무엇이든 또렷이 비추는 맑은 물), **갈대솜**.",,,,,,,,,wb_v1,ko_draft
p03_17.head.06,lore,신기한 동물·현상,,,,,,,,,wb_v1,ko_draft
p03_17.body.05,lore,**비추는 백조**: 물 위에 떠서 수면에 비친 자기 모습을 오래 가만히 들여다본다. 백조가 머무는 동안 그 둘레의 물이 유난히 잔잔해진다. **물밑 잉어**: 호수 바닥을 천천히 돌며 어제를 기억한다.,,,,,,,,,wb_v1,ko_draft
p03_17.head.07,lore,작은 역사,,,,,,,,,wb_v1,ko_draft
p03_17.body.06,lore,"빛이 번지는 계절의 어느 저녁, 이 호수는 아무것도 비추지 못했다. 수면이 늘 흐려 자기 모습조차 담지 못하는 자리였다. 한 아이동이 부두 끝에 서서 흐린 물에 비친 자신을 피하지 않고 마주했다. 잔잔해지는 종이 다 멎을 때까지 숨을 고르며. 마음이 가라앉자 물결도 멎었고, 수면에 비로소 또렷한 얼굴 하나가 돌아왔다. 그 순간 호수은청이 수면 전체로 번졌다.",,,,,,,,,wb_v1,ko_draft
p03_17.head.08,lore,여기 어울리는 아이동,,,,,,,,,wb_v1,ko_draft
p03_17.body.07,lore,"제 동작을 거울 앞에서 거듭 살피는 **춤냥**, 부두 끝에 홀로 서서 하루를 비춰 보는 **날카여우**의 결이 가깝다.",,,,,,,,,wb_v1,ko_draft
p03_18.title,lore,"구역별 색, 식물, 소리",,,,,,,,,wb_v1,ko_draft
p03_18.category,lore,도감,,,,,,,,,wb_v1,ko_draft
p03_18.nav_label,lore,"구역별 색, 식물, 소리",,,,,,,,,wb_v1,ko_draft
p03_18.summary.01,lore,반짝섬 15구역 각각의 시그니처 색·식물·소리 빠른 참조표.,,,,,,,,,wb_v1,ko_draft
p03_18.body.01,lore,"반짝섬을 그릴 때 가장 먼저 묻게 되는 것은 ""이 구역은 무슨 색인가""다. 색은 그 구역의 정서가 가장 먼저 피부로 전달되는 통로이고, 식물은 그 구역이 살아 있다는 첫 증거이며, 소리는 눈을 감아도 어디에 있는지 알게 해 주는 지문이다. 아래 표는 반짝섬의 15구역 시그니처를 한눈에 담은 작화·작곡의 기준값이다. 같은 구역이라도 회색의 잠 시절과 색을 되찾은 뒤의 시그니처는 같은 이름이되 다른 온도를 품는다. 잠든 시절의 남청은 어둡고 차갑지만, 깨어난 남청은 깊고 따뜻하다.",,,,,,,,,wb_v1,ko_draft
p03_18.quote.01,lore,작화 노트: 같은 구역 안에서도 아침·저녁에 따라 시그니처 색의 온도가 달라진다. 빛은 늘 회색 쪽에서 시그니처 색 쪽으로 번지는 방향으로 그린다.,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.title,lore,"구역별 색, 식물, 소리",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.01.label,lore,01 꿈꾸는 등대,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.01.value,lore,"남청 + 호박 불빛 · 등대초 · 먼 파도, 종소리 한 번",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.02.label,lore,02 감정의 파도 항구,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.02.value,lore,"바다청록 + 석양주황 · 소금꽃 · 밧줄 삐걱, 갈매기",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.03.label,lore,03 기억의 숲,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.03.value,lore,"이끼초록 + 호박갈색 · 잎맥나무 · 낙엽 밟는 소리, 메아리",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.04.label,lore,04 고민 해결 동굴,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.04.value,lore,"보라남 + 청록 형광 · 동굴이끼별 · 물방울, 낮은 울림",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.05.label,lore,05 자신감 폭포,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.05.value,lore,물보라흰 + 무지개 · 물보라양치 · 폭포 굉음 속 작은 메아리,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.06.label,lore,06 휴식의 오아시스,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.06.value,lore,"연두 + 미색 + 물빛 · 낮잠풀 · 바람, 졸음 같은 정적",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.07.label,lore,07 시간의 모래 광장,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.07.value,lore,모래금 + 하늘하양 · 모래시계꽃 · 모래 흐르는 소리,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.08.label,lore,08 성찰의 등산로,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.08.value,lore,"안개회청 + 이른햇살 · 안개이슬꽃 · 발소리, 바람, 침묵",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.09.label,lore,09 목표의 반짝 산,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.09.value,lore,"황금 + 자홍 + 별빛 · 별무대백합 · 박수의 메아리, 환호",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.10.label,lore,10 우정의 다리,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.10.value,lore,"노을분홍 + 목재갈색 · 잇는덩굴 · 두 발소리, 종",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.11.label,lore,11 창의의 샘,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.11.value,lore,"무지개 + 물빛 · 물감붓꽃 · 물 솟는 소리, 흥얼거림",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.12.label,lore,12 도전의 절벽,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.12.value,lore,"절벽회청 + 노을주홍 · 절벽바람꽃 · 바람, 첫 날갯짓",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.13.label,lore,13 꿈 조각 하우스,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.13.value,lore,"등불주황 + 밤남색 · 베갯잇풀 · 빨랫줄 바람, 숨소리",,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.14.label,lore,14 성장의 정원,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.14.value,lore,새싹연두 + 흙갈색 · 천천히씨앗풀 · 달팽이 지나가는 정적,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.15.label,lore,15 반성의 호수,,,,,,,,,wb_v1,ko_draft
p03_18.data.01.row.15.value,lore,"호수은청 + 저녁보라 · 거울수련 · 잔물결, 멀어지는 종",,,,,,,,,wb_v1,ko_draft
p03_19.title,lore,자원과 보석 한눈표,,,,,,,,,wb_v1,ko_draft
p03_19.category,lore,도감,,,,,,,,,wb_v1,ko_draft
p03_19.nav_label,lore,자원과 보석 한눈표,,,,,,,,,wb_v1,ko_draft
p03_19.summary.01,lore,반짝섬 각 구역이 내어주는 대표 보석과 자원 목록.,,,,,,,,,wb_v1,ko_draft
p03_19.body.01,lore,"반짝섬의 보석은 광물학의 대상이 아니다. 어떤 마음이 다녀간 자리에 자라는지, 어떻게 거두는지, 손에 쥐면 어떤 온기가 오는지가 중요하다. 이 목록은 섬이 내어준 것들의 이름과 한 줄 결을 모은 빠른 참조다. 줍는 사람은 그것이 왜 거기 있는지 굳이 묻지 않는다. 그냥 주머니에 넣고 발걸음을 옮긴다.",,,,,,,,,wb_v1,ko_draft
p03_19.quote.01,lore,"자원은 보석과 달리 섬살이의 재료다. 안개이슬, 길돌, 환호깃털, 잇는실, 갈대솜처럼 줍기보다 오가는 길에 손에 쥐어지는 것들이 많다. 이 모든 것은 아이동과 함께 보낸 시간이 남긴 작은 증거다.",,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.title,lore,자원과 보석 한눈표,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.01.label,lore,**윤슬가루** (꿈꾸는 등대),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.01.text,lore,봐주지 않아도 켜져 있던 빛의 가장 작은 가루.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.02.label,lore,**소금별** (감정의 파도 항구),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.02.text,lore,"파도가 눈물처럼 말려 별이 된, 짜고 반짝이는 결정.",,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.03.label,lore,**기억도토리** (기억의 숲),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.03.text,lore,한 알에 한 장면이 잠든 도토리. 빛에 비추면 그날이 잠깐 비친다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.04.label,lore,**생각수정** (고민 해결 동굴),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.04.text,lore,"말하지 못한 생각이 굳어 맺힌, 보라남빛 결정.",,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.05.label,lore,**용기수정** (자신감 폭포),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.05.text,lore,떨어지는 물 아래에서만 자라는 보석. 폭포 소리 속에 맺힌다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.06.label,lore,**미지근옥** (휴식의 오아시스),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.06.text,lore,"쥐면 체온이 되는, 서두르지 않는 옥.",,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.07.label,lore,**순간유리** (시간의 모래 광장),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.07.text,lore,찰나가 굳어 영원이 된 구슬. 흔들면 안에서 작은 빛이 흐른다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.08.label,lore,**정상돌** (성찰의 등산로),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.08.text,lore,끝까지 오른 자만 줍는 작고 묵직한 돌. 화려하지 않은데 무겁다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.09.label,lore,**반짝광석** (목표의 반짝 산),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.09.text,lore,알아봐 준 순간 산이 흘린 빛 조각. 쥐면 손바닥이 잔잔히 울린다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.10.label,lore,**마주보석** (우정의 다리),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.10.text,lore,늘 쌍으로 자란다. 둘이 한 알씩 나눠 가지면 멀리서도 같은 결로 빛난다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.11.label,lore,**영감조약돌** (창의의 샘),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.11.text,lore,쥐면 안 보이던 색이 잠깐 보인다. 손을 펴면 색은 다시 잠긴다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.12.label,lore,**떨림수정** (도전의 절벽),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.12.text,lore,처음엔 차갑고 떨린다. 오래 쥐면 두려움째로 데워진다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.13.label,lore,**꿈조각** (꿈 조각 하우스),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.13.text,lore,잠의 부스러기가 반딧불처럼 굳은 것. 새벽 마당에 내려앉는다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.14.label,lore,**새싹옥** (성장의 정원),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.14.text,lore,자랄수록 색이 짙어지는 더딘 옥. 잊고 두면 어느새 깊어진다.,,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.15.label,lore,**잔물결은화** (반성의 호수),,,,,,,,,wb_v1,ko_draft
p03_19.codex.01.card.15.text,lore,마음과 물결이 함께 잔잔해져야만 수면 위로 떠오르는 은빛 꽃.,,,,,,,,,wb_v1,ko_draft
p03_20.title,lore,신기한 동물 한눈표,,,,,,,,,wb_v1,ko_draft
p03_20.category,lore,도감,,,,,,,,,wb_v1,ko_draft
p03_20.nav_label,lore,신기한 동물 한눈표,,,,,,,,,wb_v1,ko_draft
p03_20.summary.01,lore,반짝섬 15구역에 사는 신기한 동물들의 이름과 몸짓 한 줄.,,,,,,,,,wb_v1,ko_draft
p03_20.body.01,lore,"반짝섬의 동물들은 말을 하지 않는다. 대신 저마다의 방식으로 그 자리가 지금 어떤 마음인지를 몸짓으로 보여준다. 아이동이 침묵할 때 이 동물들이 장면의 정서를 대신 말해 준다. 그래서 이 목록은 동물 백과가 아니라, 반짝섬의 마음을 읽는 통역사 명부에 가깝다.",,,,,,,,,wb_v1,ko_draft
p03_20.quote.01,lore,"이 동물들을 그릴 때 한 가지만 기억하면 된다. 귀여운 게 먼저가 아니라, 행동이 먼저다. 한 몸짓 안에 그 구역의 마음이 담겨야 한다.",,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.title,lore,신기한 동물 한눈표,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.01.label,lore,**빛나래** (꿈꾸는 등대),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.01.text,lore,부리에 윤슬 한 점을 물고 밤이면 등대 둘레를 돈다. 회색의 잠 동안 섬에서 유일하게 깨어 있던 생물이라 전한다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.02.label,lore,**배웅갈매기** (감정의 파도 항구),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.02.text,lore,떠나는 배를 한 바퀴 돌고서야 되돌아온다. 등 뒤를 한 번 돌아봐 주는 것.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.03.label,lore,**되새김 사슴** (기억의 숲),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.03.text,lore,눈에 지난 장면이 비치는 사슴. 잊은 것을 잊지 않으려 천천히 되씹는다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.04.label,lore,**듣는 박쥐** (고민 해결 동굴),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.04.text,lore,거꾸로 매달려 끝까지 듣는다. 답하지 않고 다 들으면 날개를 한 번 접었다 편다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.05.label,lore,**거슬러 은어** (자신감 폭포),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.05.text,lore,폭포를 거슬러 뛰어오른다. 떨어지는 물속에서도 한 번 더 뛴다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.06.label,lore,**느림보 물범** (휴식의 오아시스),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.06.text,lore,아무것도 안 하는 것의 평화를 온몸으로 보여준다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.07.label,lore,**순간잠자리** (시간의 모래 광장),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.07.text,lore,눈 깜짝할 새만 머문다. 가장 짧게 머물러 가장 오래 기억된다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.08.label,lore,**구름 산양** (성찰의 등산로),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.08.text,lore,짙은 안개 위를 단단한 길인 양 걷는다. 혼자 오르는 사람의 보이지 않는 길동무.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.09.label,lore,**빛사슴** (목표의 반짝 산),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.09.text,lore,"뿔에 별이 걸렸지만 평소엔 꺼져 있다. 누군가 섬에게 알아봐지는 순간, 뿔의 별이 환하게 켜진다.",,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.10.label,lore,**짝꿍 수달** (우정의 다리),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.10.text,lore,"늘 둘이 손을 잡고 떠다닌다. 혼자서는 가라앉고, 둘이면 뜬다.",,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.11.label,lore,**물감 두루미** (창의의 샘),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.11.text,lore,부리 끝이 늘 어떤 색에 젖어 있다. 망설임 없이 첫 색을 콕 찍는다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.12.label,lore,**첫날갯짓 새끼새** (도전의 절벽),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.12.text,lore,떨리는 채로 날개를 편다. 서툰 첫 날갯짓이 바람을 탄다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.13.label,lore,**베갯머리 양** (꿈 조각 하우스),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.13.text,lore,잠든 이의 꿈을 한 마리씩 세어 준다. 셈이 끝나면 곁에 엎드려 함께 잔다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.14.label,lore,**달팽이 정원사** (성장의 정원),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.14.text,lore,가장 느리게 가장 멀리 간다. 지나간 자리에 윤기가 남는다.,,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.15.label,lore,**비추는 백조** (반성의 호수),,,,,,,,,wb_v1,ko_draft
p03_20.codex.01.card.15.text,lore,물 위에 떠서 자기 모습을 오래 가만히 들여다본다. 곁에 있으면 내 얼굴도 가장 또렷이 비친다.,,,,,,,,,wb_v1,ko_draft
p03_21.title,lore,랜드마크와 기념물 한눈표,,,,,,,,,wb_v1,ko_draft
p03_21.category,lore,도감,,,,,,,,,wb_v1,ko_draft
p03_21.nav_label,lore,랜드마크와 기념물 한눈표,,,,,,,,,wb_v1,ko_draft
p03_21.summary.01,lore,반짝섬 각 구역의 랜드마크와 기념물. 세운 사람은 없지만 거기 있다.,,,,,,,,,wb_v1,ko_draft
p03_21.body.01,lore,"반짝섬의 랜드마크는 구역에서 가장 먼저 눈에 들어오는 큰 자리이고, 기념물은 누가 세웠는지 모르지만 어느새 거기 있는 작은 사물이다. 기념물들은 모두 익명이다. 누군가 한순간 진심을 썼고, 그 흔적이 사물로 굳었다. 그래서 이 섬의 기념물 앞에서는 언제나 ""나만 이런 마음을 품었던 게 아니구나"" 하고 안도하게 된다.",,,,,,,,,wb_v1,ko_draft
p03_21.quote.01,lore,"기념물에는 공통 규칙이 하나 있다. 세운 사람이 없다. 누가 만들었는지 모르는 채 거기 있다. 그 익명성이 ""나만 이런 마음이었던 게 아니다""라는 안도를 만든다.",,,,,,,,,wb_v1,ko_draft
p03_21.body.02,lore,*ch3b 집필초안 / 아이동월드 반짝섬 월드북 3장 뒷부분 / 2026-07-01*,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.title,lore,기념물,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.01.label,lore,**꿈꾸는 등대** (01),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.01.text,lore,회색의 긴 잠 동안 혼자 불을 켜고 있었다. 섬에서 가장 오래된 빛.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.02.label,lore,**항로 보드 등대탑 & 손 흔드는 부두** (02),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.02.text,lore,"떠나는 배가 묶이고, 배웅하는 손이 흔들리는 자리.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.03.label,lore,**잎맥나무** (03),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.03.text,lore,잎 한 장마다 한 장면이 맺힌 숲의 가장 큰 나무.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.04.label,lore,**반짝이는 벽** (04),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.04.text,lore,소리 내어 말한 생각이 별빛으로 떠오르는 동굴 안벽.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.05.label,lore,**다시서기 바위 & 폭포** (05),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.05.text,lore,"폭포 한가운데, 넘어진 자가 다시 서는 평평한 바위.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.06.label,lore,**그늘 정자** (06),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.06.text,lore,"아무것도 하지 않아도 되는, 사철 그늘이 지는 정자.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.07.label,lore,**거대 모래시계탑** (07),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.07.text,lore,"광장 한복판, 하루를 다섯 번 흘려보내는 탑.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.08.label,lore,**마음이 먼저 보이는 전망대** (08),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.08.text,lore,"정상 직전, 풍경 대신 마음이 비치는 안개 전망대.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.09.label,lore,**정상 무대** (09),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.09.text,lore,누군가 처음 서는 날 산 전체가 한 번 반짝인다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.10.label,lore,**우정의 다리** (10),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.10.text,lore,둘이 함께 건너야 발판이 차례로 켜진다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.11.label,lore,**떠오르는 무지개 분수** (11),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.11.text,lore,손을 담그면 마음속 색이 잠깐 보인다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.12.label,lore,**새 항로가 열리는 절벽 끝** (12),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.12.text,lore,발끝이 떨릴 때만 안개 너머로 빛길이 열린다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.13.label,lore,**꿈 조각 하우스 & 빨랫줄** (13),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.13.text,lore,섬의 심장. 모든 길이 결국 이 마당 앞에서 끝난다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.14.label,lore,**한 해를 세는 나무** (14),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.14.text,lore,한 해마다 나이테 한 줄. 더디지만 안이 단단하다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.15.label,lore,**되비치는 부두** (15),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.15.text,lore,"말보다 먼저, 오늘의 얼굴을 보여주는 자리.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.16.label,lore,**빈 의자 & 첫 불씨 종** (01),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.16.text,lore,아직 오지 않은 이를 위한 의자. 종은 한 번 울린 뒤 기다린다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.17.label,lore,**돌아온 자의 닻** (02),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.17.text,lore,"첫 아이동이 닿은 자리에 박힌, 다시는 떠내려가지 않는 닻.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.18.label,lore,**잊은 이름의 비석 & 메아리 우물** (03),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.18.text,lore,"글자 없는 비석과, 옛 이름이 한 번 되돌아오는 우물.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.19.label,lore,**침묵의 촛대 & 쪽지 벽** (04),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.19.text,lore,"말 못 한 마음을 두고 간 자리와, 끝까지 들어준 밤의 촛대.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.20.label,lore,**넘어진 자리의 디딤돌** (05),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.20.text,lore,누가 넘어질 때마다 하나씩 놓인다. 누가 놓았는지는 모른다.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.21.label,lore,**아무것도 안 해도 되는 의자 & 한숨 샘** (06),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.21.text,lore,처음으로 짐을 내려놓은 자리.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.22.label,lore,**오늘의 조각 항아리 & 멈춘 시계** (07),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.22.text,lore,"하루의 다섯 조각을 담는 항아리와, 붙잡고 싶던 순간의 표식.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.23.label,lore,**돌탑 & 뒤돌아보는 벤치** (08),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.23.text,lore,한 걸음에 돌 하나. 올라온 길을 돌아보라고 놓인 벤치.,,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.24.label,lore,**첫 무대 발자국 & 박수의 메아리 종** (09),,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.24.text,lore,"첫 데뷔의 자국과, 박수가 메아리치는 종.",,,,,,,,,wb_v1,ko_draft
p03_21.codex.01.card.25.label,lore,**둘이 새긴 이름 돌 & 첫 방문의 발판** (10),,,,,,,,,wb_v1,ko_draft
