item_id,web_name,category,tags,aidong_tags,object_name,ipa,description
ICON-1217,상추,음식,식재료,달빛냥|단정곰,상추,saŋtɕʰu,"텃밭 한 귀퉁이에서 가장 먼저 올라오는 잎. 뜯어도 또 돋아 여름 내내 식탁을 채운다. 찬물에 헹궈 손으로 척척 싸 먹던 그 싱그러운 풋내가, 누군가에겐 통째로 고향의 맛이다."
ICON-1218,시금치,음식,식재료,빛새토끼|첫물수달,시금치,siɡɯmtɕʰi,"통조림을 비우면 힘이 솟던 만화 속 그 초록. 데치면 한 줌으로 폭 줄어도 향과 기운은 그대로다. 조물조물 무쳐도, 된장국에 한 줌 풀어도 좋은—흔하다고 가벼이 볼 채소가 결코 아니다."
ICON-1219,고사리,음식,,래빗|잰더냥,고사리,kosaɾi,"봄 산이 내어 준 여린 순을 꺾어, 삶고 또 말린다. 그 긴 수고를 거쳐야 비로소 제삿상에도 비빔밥에도 오른다. 손이 많이 가는 만큼 정성이 켜켜이 밴, 산이 한 철 길러 낸 귀한 나물이다."
ICON-1220,산나물,음식,,별빛멍|온기토끼,산나물,sannamul,이름 없는 듯해도 저마다 다른 향을 품은 봄의 선물. 할머니의 손은 산길에서 어느 잎이 먹을 것인지 단번에 알아본다. 나물 한 바구니에 그 계절 하나가 향째로 담겨 따라온다.
ICON-1221,쑥,음식,,폭스모래여우|찬늘보,쑥,s͈uk,"언 땅을 가장 먼저 뚫고 올라오는, 쓴 듯 향긋한 풀. 떡으로 빚으면 봄빛이 그대로 입안에 든다. 정월이면 이것으로 국을 끓여 한 해의 액운을 막는다 믿었으니, 봄은 늘 이 향에서 왔다."
ICON-1222,깻잎,음식,식재료,날카여우|첫빛멍,깻잎,k͈ɛdip,단 한 장으로도 입안을 진하게 물들이는 향. 노릇한 삼겹살에 곁들이거나 간장에 차곡차곡 절여 두면 밥 한 공기가 순식간이다. 이 독특한 향내는 오직 이 땅의 밥상에서만 정답다.
ICON-1223,피망,음식,,막내토끼|칩물결수달,피망,pʰimaŋ,"속이 텅 빈 채로 아삭하게 부서지는 초록 열매. 살짝 도는 쓴맛이 무뎌진 입맛을 깨우고, 기름에 볶으면 빛깔이 한결 선명해진다. 잘게 썰어 흩뿌리기만 해도 어떤 요리든 단숨에 산뜻해진다."
ICON-1224,파프리카,음식,,드럼쿼카|박자다람,파프리카,pʰapʰɯɾikʰa,"빨강 노랑 주황, 신호등 같은 빛깔이 한 광주리 가득. 생으로 베어 물면 단물이 또르르 흐르고, 색깔만으로도 식탁이 환해진다. 보기 좋은 채소가 입맛도 돋운다는 말이 여기 딱 들어맞는다."
ICON-1225,토마토,음식,식재료,콩알소원멍|리듬햄찌,토마토,tʰomatʰo,"과일인지 채소인지 늘 다투던 둥근 빨강. 푹 끓이면 맛이 깊어지고 날로 먹으면 더없이 상큼하다. 한여름 햇볕을 가장 정직하게 모아 둔 열매라, 한 입 베어 물면 한낮이 통째로 터진다."
ICON-1226,오이,음식,식재료,스피드치타|소프트늑대,오이,oi,"여름 더위를 가장 시원하게 식혀 주는 초록. 냉국에 동동 띄우면 입안이 서늘해지고, 소박이로 담그면 아삭함이 살아난다. 무더운 날엔 얇게 저며 눈 위에 올려도 좋은, 안팎으로 시원한 채소다."
ICON-1227,호박,음식,식재료,별빛오리|저음냥이,호박,hobak,"넝쿨 끝에 둥글게 매달려 늦가을까지 천천히 단맛을 채운다. 푹 고면 노란 죽이 되어 속을 편케 하고, 부치면 노릇한 전이 된다. 처마 밑에 매달아 두면 겨우내 든든한 곳간 노릇을 한다."
ICON-1228,애호박,음식,식재료,꽃노루|포근청량돼지,애호박,ɛhobak,"여름 텃밭에서 하루가 다르게 굵어지는 연둣빛. 된장찌개에 숭덩숭덩, 전으로 노릇노릇—부드러워 어린아이 입에도 순하다. 흔해서 더 고마운, 한여름 밥상의 단골손님이다."
ICON-1229,가지,음식|자원,식재료,드럼멍|루미노루,가지,kadʑi,"보랏빛 윤기가 자르르 도는 길쭉한 열매. 기름을 머금으면 한없이 부드러워지고, 푹 찌면 결이 비단처럼 곱다. 무던해 보여도 무엇과 짝지어도 잘 어울리는, 밥상의 다정한 조연이다."
ICON-1230,옥수수,음식,식재료,별꼬리여우|고음토끼,옥수수,oksusu,"한 알 한 알 가지런히 줄을 선 노란 알갱이. 솥에 쪄 호호 불며 베어 물던 여름 간식이자, 들판이 다 익었다는 반가운 신호다. 보송한 수염 한 다발 속에 단맛이 그득 들어 있다."
ICON-1231,콩,음식,,코지햄찌|막내여우,콩,kʰoŋ,"작고 단단한 알갱이가 밤새 물을 머금고 통통해진다. 곱게 갈면 두유로, 푹 띄우면 장으로—이 땅 식탁의 단백질은 대개 여기서 시작됐다. 흙에 한 알 묻으면 다시 한 그루로 돌아온다."
ICON-1232,두부,음식,,저음늘보|소음캔디룡,두부,tubu,"콩이 물을 머금고 갈리고 굳으면, 모서리 반듯한 흰 덩이가 된다. 부드럽고 무던해 어떤 국에 들어도 제 색을 고집하지 않는다. 숟가락으로 떠도 사르르 무너지는, 담백함이 곧 미덕인 음식이다."
ICON-1233,팥,음식,,황제멍|캡틴가시,팥,pʰat,"붉고 작은 알갱이를 푹 삶으면 검붉은 단맛이 진하게 우러난다. 가장 긴 밤, 따끈한 팥죽 한 그릇으로 추위와 잡귀를 함께 물리던 마음이 여기 깃들었다. 시루떡 켜켜이 그 붉은빛은 곧 정성이었다."
ICON-1234,팥앙금,음식,,비트너굴|기타펭,팥앙금,pʰadaŋɡɯm,"삶은 팥을 곱게 으깨고 졸이고 또 졸여 만든 부드러운 속. 빵 사이에, 떡 속에, 빙수 위에 한 숟갈—단맛 한 줄기가 옛 기억까지 데운다. 거르고 졸인 그 긴 시간이 그대로 단맛이 된다."
ICON-1235,버섯,음식|자원,식재료,센터실루냥|보컬멍,버섯,pʌsʌt,"비 갠 뒤 어둑한 숲 그늘에서 소리 없이 고개를 내민다. 햇볕 한 줌 없이도 제 향을 키워 내는 흙의 솜씨. 국에 한 줌만 넣어도 고기 없이 깊은 감칠맛이 우러나는, 숲이 숨겨 둔 비밀이다."
ICON-1236,표고버섯,음식|자원,식재료,황제여우|소프트펭,표고버섯,pʰjoɡobʌsʌt,"갓을 활짝 펼친 갈색 우산. 햇볕에 바싹 말리면 향이 몇 곱절 짙어져, 마른 한 송이가 국물 한 솥을 너끈히 책임진다. 채식 밥상의 든든한 기둥이자, 깊은 맛을 아는 이의 오랜 단골이다."
ICON-1237,송이버섯,음식|자원,식재료,숨결뱀|전환여우,송이버섯,soŋibʌsʌt,"가을 솔숲 깊은 곳, 소나무 곁에서만 슬며시 고개를 든다. 사람이 길러 낼 수 없고 오직 발품으로 찾아내야 하는 향이라 더 귀하다. 살짝 구워 소금만 톡 찍어도, 숲 한 자락이 입에 든다."
ICON-1238,새송이버섯,음식|자원,식재료,브리즈햄찌|메인보컬늑대,새송이버섯,sɛsoŋibʌsʌt,"두툼한 기둥을 결대로 죽죽 찢으면 쫄깃함이 손에 잡힌다. 사철 든든히 자라 주어 식탁에서 멀어질 날이 없다. 구이로, 볶음으로—넉넉한 살집 속에 부담 없는 든든함이 가득 차 있다."
ICON-1239,딸기,음식,식재료,얼음볕|어니부기,딸기,t͈alɡi,"겨울을 견딘 비닐하우스 끝에서 가장 먼저 붉게 익는다. 한 입 베어 물면 새콤달콤, 꼭 초봄의 첫 인사 같다. 케이크 위에 동그랗게 한 알 올리면, 별것 아닌 오늘도 곧 기념일이 된다."
ICON-1240,블루베리,음식,식재료,하모니라마|별빛멍,블루베리,pɯlɾubeɾi,"톡 하고 터지면 입안 가득 새콤함이 환하게 번진다. 보랏빛 작은 구슬을 한 알씩 집다 보면 어느새 통이 다 비고, 하얀 우유 위에 흩뿌리면 그대로 작은 밤하늘 하나가 펼쳐진다."
ICON-1241,사과,음식,식재료,샛별노루|막내햄,사과,saɡwa,"한 입 베어 물면 사각, 하고 가을이 부서진다. 과수원 할머니가 행주로 쓱 닦아 건네던 그 빨강은 햇살을 오래 품어야 드는 색. 단단할수록 끝까지 단 법을 안다."
ICON-1242,배,음식,,막내삐약|승협멍,배,pɛ,"껍질을 깎으면 손끝이 먼저 서늘해진다. 한가위 차례상 맨 앞줄, 시린 단물이 입안 가득 차오르는 순간 가을 밤바람 한 칸이 슬며시 곁에 와 앉는다."
ICON-1243,복숭아,음식,식재료,연기여우|하모니병아리,복숭아,poksuŋa,"복사꽃 진 자리마다 솜털 보송한 여름이 맺힌다. 살짝 누르면 향이 먼저 번지고, 한 입 베어 무는 순간 온 계절이 입안으로 따라 들어온다."
ICON-1244,포도,음식,식재료,리더곰|밀리쥐,포도,pʰodo,보랏빛 알알이 한 송이로 매달려 서로의 어깨를 기댄다. 톡 터지면 새콤이 앞서고 단맛은 반 박자 늦게—여름 끝물이 부르는 단정한 합창 같다.
ICON-1245,청포도,음식,식재료,멜로곰돌이|잠만냥,청포도,tɕʰʌŋpʰodo,"연둣빛이 햇빛을 그대로 통과시켜 알마다 등불이 켜진다. 씨 없이 깔끔한 청량함, 갓 뽑아낸 첫 소절처럼 군더더기 하나 없는 단맛이다."
ICON-1246,레몬,음식,식재료,막내삐약|초코늑대,레몬,ɾemon,"노란 껍질을 손톱으로 긁으면 향이 톡, 코끝을 깨운다. 한 방울에 입꼬리가 절로 오므라들어도 그 신맛 끝엔 묘하게 하루가 환해지는 구석이 있다."
ICON-1247,라임,음식,식재료,바다스텝고래|시크돌핀,라임,ɾaim,레몬보다 작고 더 짙푸른 이 알맹이는 톡 쏘는 향으로 먼저 인사를 건넨다. 한 조각이면 미지근한 물도 단숨에 깨어난다—작아도 야무진 한 줌의 청량.
ICON-1248,오렌지,음식,식재료,단정펭귄|스텝멍,오렌지,oɾendʑi,"껍질을 벗기는 순간 손가락에 햇빛 냄새가 묻어난다. 한 알씩 입에 넣으면 톡, 톡, 작은 단물 풍선이 터지고—둥근 것은 기분마저 둥글게 굴려 놓는다."
ICON-1249,귤,음식,식재료,베이비라이언|까칠토끼,귤,kjul,"겨울 아랫목, 이불 속에 발 묻고 까먹던 그 맛 기억해? 손톱 사이로 번지던 향이 온 방을 노랗게 물들였지. 한 봉지면 식구가 둘러앉을 핑계가 된다."
ICON-1250,바나나,음식,식재료,붉은여우|소리햄,바나나,panana,"허기진 새벽 연습실 구석, 가방에서 굴러 나온 노란 하나로 끼니를 때운 날이 있었다. 무르고 달고 든든한—가장 다정한 임시방편."
ICON-1251,파인애플,음식,식재료,마토깃토끼|샤인다람,파인애플,pʰainɛpʰɯl,"가시 돋친 겉을 한 겹 지나야 노란 속살이 드러난다. 한 조각 입에 물면 새콤달콤이 혀를 톡 쏘고, 입가엔 어느새 남쪽 바다 냄새가 맴돈다."
ICON-1252,망고,음식,식재료,황제여우|망고강아지,망고,maŋɡo,"잘 익은 살을 손으로 가르면 끈적한 단내가 손가락을 적신다. 진한 노랑이 입안에서 사르르 녹아 사라질 때, 짧은 여름 낮잠 같은 단꿈이 스친다."
ICON-1253,코코넛,음식,식재료,인사개굴|웨이브멍,코코넛,kʰokʰonʌt,"단단한 껍데기를 흔들면 안에서 찰랑, 물소리가 든다. 깨트리면 흰 속살과 시원한 즙—먼 바다가 통째로 담겨 출렁이는 작은 항아리다."
ICON-1254,용과,음식,,얼음볕|햇살멍,용과,joŋɡwa,"분홍 비늘 같은 겉모습에 처음엔 멈칫하지만, 갈라 보면 하얀 속에 깨알이 점점. 맛은 수수하고 차림은 화려한, 겉과 속이 정반대인 능청꾼이다."
ICON-1255,키위,음식,식재료,겸도리버|드럼범,키위,kʰiy,"솜털 입은 갈색을 반으로 가르면 초록 보석이 드러난다. 검은 씨가 별처럼 박힌 단면을 한 숟갈 떠 넣으면, 새콤한 한 술이 잠을 흔들어 깨운다."
ICON-1256,닭고기,음식,식재료,호흡멍|여유라마,닭고기,takɡoɡi,"기름 두른 팬에 올리면 치익, 노릇한 소리가 먼저 익는다. 담백하고 부드러워 누구의 식탁에도 무난히 끼어 앉는—순한 한 끼의 단골손님."
ICON-1257,돼지고기,음식,식재료,누룽상어|비트냥,돼지고기,twɛdʑiɡoɡi,"불판 위에서 지글지글, 기름이 톡톡 튀며 노릇하게 익어 간다. 상추 한 장에 쌈장 콕 얹어 입 가득 욱여넣던 회식의 밤, 고소함이 온 자리를 데운다."
ICON-1258,소고기,음식,식재료,노블병아리|크루리듬멍,소고기,soɡoɡi,"붉은 결마다 기름이 곱게 박혀 빛난다. 달군 돌판에 올리면 향부터 자리를 채우고, 한 점 입에 넣는 순간 하루의 고단함이 슬며시 풀어진다."
ICON-1259,베이컨,음식,,별빛기린|샤인라마,베이컨,peikʰʌn,"아침 프라이팬 위에서 바삭, 기름이 춤을 춘다. 그 짭짤한 냄새 하나면 늦잠 자던 식구도 눈을 비비며 부엌으로 모여든다—냄새가 먼저 부르는 끼니."
ICON-1260,소시지,음식,,폭스곰|루미토끼,소시지,sosidʑi,"칼집 낸 자리가 활짝 벌어지며 톡 터지는 육즙. 도시락 한 칸을 책임지던 빨간 문어 모양, 어린 점심시간이 누리던 소소한 사치였다."
ICON-1261,페퍼로니,음식,,보컬폭스|쭈프늑대,페퍼로니,pʰepʰʌɾoni,동그랗고 매콤한 한 점이 뜨거운 치즈 위에서 가장자리부터 오므라든다. 기름이 살짝 고이면 그게 바로 한 판의 절정—작아도 존재감만은 둥글고 진하다.
ICON-1262,패티,음식,,긍정토끼|청청수달,패티,pʰɛtʰi,"두툼하게 빚어 불판에 올리면 가장자리부터 갈색으로 익어 간다. 눌러 구운 한 장 사이에 채소를 끼우면, 한 손에 쏙 잡히는 든든함이 완성된다."
ICON-1263,달걀,음식,식재료,샤인멍|칩도토리다람,달걀,talɡjal,"톡 깨면 노른자가 동그란 해처럼 미끄러진다. 갓 지은 밥에 비벼도 그만, 김밥 속 노란 줄이 되어도 그만—가장 흔해서 가장 다정한 단백질."
ICON-1264,우유,음식,식재료,리더곰|초코늑대,우유,uju,"새벽 문 앞에 놓인 차가운 한 병, 손바닥에 닿는 그 서늘함으로 하루가 열리곤 했다. 데우면 김이 오르고 식히면 고소한—언제든 곁을 지키는 흰빛."
ICON-1265,치즈,음식,식재료,쫑긋폭스토끼|신사멍,치즈,tɕʰidʑɯ,노란 한 장이 따뜻한 빵 위에서 천천히 허물어진다. 쭉 늘어나는 그 한순간을 기다리는 마음—녹아내릴수록 고소함은 더 깊고 진해진다.
ICON-1266,체다치즈,음식,식재료,청음토끼|건스키늑대,체다치즈,tɕʰedatɕʰidʑɯ,진한 주황빛이 한눈에도 짭조름한 맛을 예고한다. 얇게 저며 토스트에 끼우면 감칠맛이 입안 가득 퍼지고—색이 또렷한 만큼 풍미도 또렷하다.
ICON-1267,버터,음식,식재료,보컬결곰|모티프냥,버터,pʌtʰʌ,"달군 팬에 한 조각 떨어뜨리면 사르르 녹으며 고소한 김이 피어오른다. 빵에 바르고 밥에 비비고, 무엇에 닿아도 한층 부드럽게 만드는 노란 마법."
ICON-1268,생크림,건강,,스팟호랑이|또렷다람,생크림,sɛŋkʰɯɾim,"거품기를 돌릴수록 묽던 흰빛이 점점 단단한 구름으로 부풀어 오른다. 케이크 위에 한 숟갈 얹는 순간, 평범한 오후가 작은 생일처럼 환해진다."
ICON-1269,요구르트,음식,,홍당멍|티요넨토끼,요구르트,joɡuɾɯtʰɯ,"숟가락을 넣으면 매끄럽게 떠지는 새콤한 흰빛. 과일 한 조각 섞으면 아침이 가벼워지고, 한 컵이면 속이 차분히 정돈된다—부드러운 시작의 맛."
ICON-1270,고등어,음식,식재료,성벽곰|모티프노루,고등어,kodɯŋʌ,석쇠에 올리면 기름이 톡톡 튀며 비린 듯 고소한 연기가 부엌을 메운다. 가시 발라 밥 위에 얹어 주던 그 손길—흔한 밥상에 깃든 가장 깊은 정성.
ICON-1271,연어,음식,식재료,트랙말|인사식사슴,연어,jʌnʌ,분홍빛 결이 차곡차곡 포개져 누워 있다. 차게 떠 먹으면 입안에서 부드럽게 풀리고 구우면 기름이 배어 고소한—먼 바다를 거슬러 온 단단한 맛.
ICON-1272,참치,음식,식재료,브리즈멍|스텝여우,참치,tɕʰamtɕʰi,"통조림 뚜껑을 따면 짭조름한 향이 훅 올라온다. 밥에 비비고 김에 싸 먹던 자취방의 밤, 한 캔이 든든한 한 끼가 되어 주던 시절이 있었다."
ICON-1273,대구,음식,,검은스텝냥|코지냥,대구,tɛɡu,"맑은 살이 담백해서 끓이면 국물부터 시원하게 우러난다. 겨울 항구의 칼바람을 견딘 흰 생선, 뜨끈한 탕 한 그릇이면 시린 손도 천천히 녹는다."
ICON-1274,새우,음식,식재료,토끼|온기마당멍,새우,sɛu,"등을 동그랗게 말고 익으면 회색이 발그레 물든다. 톡 터지는 탱탱함과 고소한 향, 한 마리씩 까먹다 보면 어느새 접시가 비어 있다."
ICON-1275,게,음식,식재료,늑대|크루리듬냥,게,ke,"단단한 껍데기 속 하얀 살을 발라내는 일은 작은 인내의 시간. 그 수고 끝에 입에 넣는 한 점은 달큼하니, 가을 바다가 통째로 입안에 든다."
ICON-1276,오징어,음식,식재료,큐렉스|숨결중심냥,오징어,odʑiŋʌ,"불판 위에서 동그랗게 오그라들며 고소한 냄새를 피워 올린다. 쫄깃하게 씹히는 한 점, 초장에 콕 찍어 입에 넣으면 짭조름한 바다가 따라온다."
ICON-1277,조개,음식|자원,식재료,숨결등대멍|느린스텝늘보,조개,tɕoɡɛ,"맑은 국물 속에서 입을 벌리며 제 향을 슬며시 내어준다. 자글자글 끓는 소리에 바다 내음이 번지고, 한 입 후루룩이면 시린 속이 따뜻이 풀린다."
ICON-1278,어묵,음식,,황제펭|런웨이오리,어묵,ʌmuk,"뜨끈한 국물에 꼬치째 담그면 김이 모락모락 피어오른다. 추운 날 포장마차 앞, 종이컵에 국물 받아 호호 불던 그 손—골목이 건네는 작은 위로다."
ICON-1279,김치,음식,요리,비트멍|물빛수달,김치,kimtɕʰi,"항아리 속에서 천천히 익어 가며 시고 깊은 향을 키운다. 손으로 쭉 찢어 갓 지은 밥에 올리면 그만, 집집마다 다른 맛이 곧 그 집의 내력이다."
ICON-1280,단무지,음식,요리,졸린코알라|관찰냥,단무지,tanmudʑi,"노란 한 조각이 아삭, 입안에서 경쾌하게 부서진다. 김밥 한 줄, 분식 한 접시 곁을 지키는 단짝—새콤달콤이 기름진 입안을 산뜻하게 헹궈 낸다."
ICON-1281,피클,음식,요리,배려멍|새끼다람,피클,pʰikʰɯl,"오이가 소금에 잠깐 숨을 죽였다가 식초 속에서 눈을 뜬다. 아삭함이 돌아오는 그 순간을 놓칠세라, 유리병은 볕 드는 창가를 떠나지 않는다. 천천히 절여지는 시간이 맛을 데려온다."
ICON-1282,고추장,음식,식재료,달빛노루|크루리듬냥,고추장,kotɕʰudʑaŋ,"항아리 속에서 한 해를 견딘 붉음. 매운맛 끝에 콩의 단맛이 살며시 숨어 있어, 한 숟갈 풀면 찌개가 비로소 우리 집 얼굴이 된다. 마당 장독대가 햇볕으로 길러낸 깊이다."
ICON-1283,된장,음식,식재료,쪼코푸들|온기렉스,된장,tøndʑaŋ,메주가 곰팡이를 끌어안고 한 겨울을 났다. 구수함은 익음과 무르익음 사이의 아슬한 줄타기—할머니는 그 경계를 손끝 냄새 하나로 알아냈다. 기다린 만큼 깊어지는 맛.
ICON-1284,간장,음식,식재료,호흡삐약|메인보컬늑대,간장,kandʑaŋ,"콩이 검어질수록 속이 깊어진다. 한 방울이면 나물이 살아나고 조림이 윤기를 얻으니, 부엌의 모든 빛깔은 결국 이 따뜻한 갈색에서 시작된다. 짠맛 너머의 감칠맛."
ICON-1285,춘장,음식,식재료,비트여우|안부사슴,춘장,tɕʰundʑaŋ,"같은 검정이라도 결이 다르다. 캐러멜로 한 번 더 볶아낸 단짠의 끝맛, 면에 비비면 그 까만 윤기가 입맛을 흔들어 깨운다. 중화 불맛이 시작되는 첫 단추."
ICON-1286,카레가루,음식,식재료,용맹표범|브리즈토끼,카레가루,kʰaɾeɡaɾu,"여러 향신료가 한 숟갈 안에서 사이좋게 어우러진 노란 가루. 물에 풀면 보글보글 끓어오르며 온 집을 데우니, 비 오는 저녁 가장 든든한 한 그릇의 예고편이 된다."
ICON-1287,후추,음식,식재료,드럼쿼카|리더코알라,후추,hutɕʰu,"통째로 갈아야 향이 살고, 미리 갈아두면 향이 슬그머니 달아난다. 마지막 한 바퀴는 늘 불을 끄기 직전에—요리하는 손이 아껴 찍어두는 작은 마침표다."
ICON-1288,고춧가루,음식,식재료,마토깃토끼|꼬마호랑이,고춧가루,kotɕʰutɡaɾu,"가을볕 아래 말린 태양초가 비로소 붉음을 완성한다. 곱게 빻을지 굵게 빻을지에 따라 김치의 성격이 갈리니, 손맛이란 결국 이 가루의 입자를 고르는 일에서 온다."
ICON-1289,소금,음식,식재료,노블오랑우탄|햇살멍,소금,soɡɯm,"간을 맞춘다는 건 모자란 쪽으로 한 꼬집씩 다가서는 일. 한 번 들어간 짠맛은 되돌릴 수 없어, 노련한 손은 늘 마지막에 조금 덜 넣고 맛을 본다. 덜어둔 만큼이 여유다."
ICON-1290,설탕,음식,식재료,스파크코알라|스위치여우,설탕,sʌltʰaŋ,"쓴맛을 달래고 신맛의 모서리를 둥글린다. 그러나 단맛은 제 존재를 들키면 안 되니, 좋은 양념일수록 설탕은 끝에서 슬그머니 자취를 감춘다. 숨을 줄 아는 단맛."
ICON-1291,꿀,음식,식재료,갈기라이트사자|까칠토끼,꿀,k͈ul,"벌이 꽃밭을 수천 번 오가며 모은 한 병. 굳으면 따뜻한 물에 중탕해 되살리고, 차에 풀면 목을 부드럽게 감싼다. 계절 한 철이 통째로 졸여진 황금빛 한 스푼."
ICON-1292,식용유,음식,식재료,홍당삐약|별빛멍,식용유,siɡjoŋju,"달군 팬에 한 바퀴 두르면 재료가 들러붙기를 잊는다. 너무 일찍 부으면 타고 늦으면 늘어붙으니, 연기가 막 피어오르는 그 한 박자가 부침의 정석이다. 소리로 때를 잰다."
ICON-1293,올리브오일,음식,식재료,왕관여우|숨토끼,올리브오일,olɾibɯoil,"첫 압착의 초록빛엔 풀 향과 살짝의 매움이 함께 산다. 불에 올리기보다 마지막에 둘러야 그 향이 끝까지 살아남으니, 익히지 않는 편이 가장 정직한 쓰임이다."
ICON-1294,참기름,음식,식재료,벚꽃솔|햇살볼,참기름,tɕʰamɡiɾɯm,"마지막에 한 방울 톡 떨구면 나물이 비로소 완성을 선언한다. 고소함은 불 위에서 쉽게 달아나는 성질이라, 늘 모든 조리가 끝난 뒤 살그머니 더해지는 마침표가 된다."
ICON-1295,바닐라빈,음식,식재료,호주여우|첫눈토끼,바닐라빈,panilɾabin,한 깍지를 갈라 까만 씨를 긁어내면 디저트가 향으로 옷을 갈아입는다. 다 쓴 껍질도 버리지 않고 설탕에 묻어두는 것—파티시에가 물려받은 오래된 알뜰함이다.
ICON-1296,카카오,음식,,밝은보컬멍|프레임토끼,카카오,kʰakʰao,"열매 속 하얀 과육과 쓴 씨앗. 발효와 햇볕 건조를 거쳐야 비로소 우리가 아는 달콤함으로 번역된다. 초콜릿이 되기 전, 가장 야생에 가까운 첫 얼굴을 가졌다."
ICON-1297,초콜릿,음식,,선택호랑|티요넨토끼,초콜릿,tɕʰokʰolɾit,"손바닥 온기만으로도 사르르 녹아내리는 까다로운 성질. 28도 언저리에서 굳혀야 톡 부러지는 광택이 사니, 달콤함 뒤엔 의외로 까탈스러운 온도의 규칙이 숨어 있다."
ICON-1298,커피콩,음식,,베이비라이언|모티프노루,커피콩,kʰʌpʰikʰoŋ,"갈리기 전 한 알은 단단한 침묵에 가깝다. 그러나 뜨거운 물을 만나면 봉긋 부풀며 향을 토해내니, 아침을 깨우는 첫 신호는 늘 이 작은 알에서 시작된다."
ICON-1299,찻잎,음식,,분홍볼|스텝오리,찻잎,tɕʰadip,"뜨거운 물에 너무 오래 머물면 떫고, 짧으면 밍밍하다. 잎이 천천히 펴지는 시간을 가만히 헤아리는 일—차를 우린다는 건 기다림을 손끝으로 재는 일이다."
ICON-1300,민트,음식,,렌즈멍|소리햄,민트,mintʰɯ,"으깨면 쓴맛이 배어 나오니 늘 살살 다뤄야 하는 여린 잎. 가볍게 톡 쳐서 잠든 향을 깨우고 무더운 날 유리잔에 동동 띄우면, 한여름이 한 톤쯤 시원하게 가라앉는다."
ICON-1301,허브,음식,,스텝냥|첫빛삐약,허브,hʌbɯ,"줄기째 넣으면 향이 깊고, 잎만 쓰면 맑다. 말리면 진해지고 생으로 쓰면 산뜻하니, 한 다발이 품은 향의 폭만큼 부엌의 표정도 함께 넓어진다."
ICON-1302,밤,음식,,단정노루|스윙노루,밤,pam,"가시 돋친 껍질 속에 윤기 도는 속살이 숨어 있다. 칼집을 내 구우면 톡 벌어지며 단내를 풍기니, 찬 바람 부는 골목 군밤 봉지의 온기가 손에 잡힐 듯하다."
ICON-1303,땅콩,음식,,랩토끼|모티프치타,땅콩,t͈aŋkʰoŋ,고소함은 볶는 불에서 완성된다. 한 알씩 까먹다 보면 시간 가는 줄 모르게 되는 작은 알맹이—마루에 둘러앉아 나누면 이야기까지 도란도란 함께 까인다.
ICON-1304,아몬드,음식,,스텝냥|인사식냥,아몬드,amondɯ,"살짝 데쳐 껍질을 벗기면 속이 더 희고 부드러워진다. 으깨 갈면 우유처럼, 통째 구우면 바삭하게—한 알이 품은 변신의 폭이 제과사의 상상을 한껏 넓힌다."
ICON-1305,깨,음식,,소프트여우|환영멍,깨,k͈ɛ,약한 불에 살살 흔들다 보면 어느 순간 톡톡 튀어 오른다. 그 소리가 멈추기 직전이 가장 고소한 때—깨를 볶는 일은 결국 귀로 듣는 일이 된다.
ICON-1306,사탕수수,음식,,샤인냥|온기개굴,사탕수수,satʰaŋsusu,한 마디를 씹으면 풀 향과 함께 단물이 스며 나온다. 졸이고 또 졸여야 우리가 아는 단맛이 되는 줄기—설탕의 시작은 의외로 이렇게 푸르고 키가 크다.
ICON-1307,원당,음식,,쫑긋볕|리듬멍,원당,wʌndaŋ,"정제를 덜 거쳐 제 색을 그대로 품은 거친 단맛. 흙내 같은 깊이가 은은히 남아 있어, 곱게 다듬기 전의 솔직함을 좋아하는 손들이 일부러 찾아낸다."
ICON-1308,카카오콩,음식,,호흡리트리버|코지범,카카오콩,kʰakʰaokʰoŋ,"꼬투리에서 막 꺼낸 씨앗은 쓰고 떫다. 발효의 며칠을 묵묵히 견뎌야 향이 피어나니, 달콤함이란 이 콩이 오래 참아낸 끝에 받아 든 작은 상이다."
ICON-1309,카카오닙스,음식,,보컬삐약|박자다람,카카오닙스,kʰakʰaonipsɯ,"볶은 콩을 잘게 부순 조각엔 설탕이 한 톨도 없다. 입에 넣으면 쌉싸름함이 먼저 오고 뒤늦게 고소함이 따라오니, 단맛 이전의 카카오를 가장 정직하게 만난다."
ICON-1310,커피생두,음식,,검은스텝냥|쭈프늑대,커피생두,kʰʌpʰisɛŋdu,"아직 풋내가 도는 초록 알갱이. 이대로는 향이 곤히 잠들어 있어, 불의 세례를 받기 전까지는 제가 무엇이 될지 모르는 가능성으로 가만히 남아 있다."
ICON-1311,볶은커피콩,음식,,온화보컬토끼|청량토끼,볶은커피콩,poɡɯnkʰʌpʰikʰoŋ,"기름이 살짝 배어 나온 갈색 표면에 향이 가득 고였다. 식기 전에 갈아야 그 향이 온전하니, 한 잔의 운명은 볶고 나서 며칠 안에 조용히 결정된다."
ICON-1312,바닐라빈,음식,식재료,스텝곰|리더냥,바닐라빈,panilɾabin,"한 줄기 향이 우유 한 냄비를 통째로 물들인다. 다 쓴 깍지조차 설탕병에 꽂아두면 며칠 뒤 온 설탕이 향기로워지니, 버릴 데라곤 한 군데도 없는 사치다."
